id,cluster_kmeans
4220176,3
4233588,2
4241153,9
4249415,13
4256478,2
4260055,12
4264907,2
4266586,12
4268440,12
4268958,3
4281973,12
4282001,0
4285444,2
4298831,0
4308473,4
4321677,5
4323628,4
4365292,2
4365371,4
4374458,13
4374946,13
4398698,5
4427900,12
4433418,11
4437269,12
4480873,0
4491037,3
4505775,9
4514437,3
4528623,5
4542207,2
4547069,12
4554561,0
4573683,3
4586122,6
4595358,3
4611859,3
4613131,3
4618491,6
4635064,6
4637282,12
4637704,2
4659307,0
4666689,5
4686459,13
4698517,0
4703587,9
4716241,3
4741118,3
4748841,5
4790980,6
4802435,5
4821181,13
4869039,0
4878210,9
4890052,1
4897927,1
4908015,7
4912933,9
4919358,5
4943667,3
4945559,4
4948186,10
4957580,0
4959597,13
4961566,0
4962098,5
4967119,6
4986269,2
5009365,2
5034150,7
5042912,6
5046176,2
5047611,1
5086907,1
5087087,1
5088353,13
5089082,3
5102678,12
5109892,13
5148250,3
5232748,2
5235015,3
5256391,6
5291899,9
5292178,9
5301099,2
5303703,3
5311435,9
5321852,6
5322206,2
5324458,13
5327184,2
5350736,9
5380805,6
5411807,10
5421518,12
5421987,3
5425799,9
5433731,7
5438156,2
5441693,1
5450216,5
5473198,2
5483000,12
5484941,1
5486840,0
5494324,6
5496544,13
5496752,13
5507768,12
5525216,2
5540060,3
5543915,3
5547958,6
5548223,12
5564210,12
5573386,5
5580475,13
5580883,5
5602444,9
5647043,5
5655488,6
5658080,3
5659371,0
5669461,6
5677343,1
5677608,3
5679409,13
5683108,5
5689602,6
5697848,12
5700427,2
5711813,3
5718464,13
5733631,5
5752073,3
5783790,2
5784125,0
5799877,13
5800800,2
5818378,13
5819954,5
5822633,13
5830110,0
5837365,13
5867558,7
5911923,6
5926122,0
5929316,5
5957682,9
5966886,2
5983958,13
5984123,5
5987669,6
5994282,2
6017159,12
6022000,2
6040574,6
6047246,3
6075759,1
6087170,9
6091514,12
6097098,3
6118268,2
6131422,1
6143484,5
6148643,2
6164303,3
6165221,1
6178747,5
6181515,6
6221130,5
6241207,10
6251262,13
6264689,2
6274832,3
6279349,5
6288128,2
6300770,3
6311369,9
6320288,1
6329182,10
6341551,2
6347182,3
6369020,2
6380148,0
6395819,12
6400706,5
6410688,1
6428008,13
6431178,0
6434017,1
6434687,2
6440250,12
6447464,3
6456469,10
6458540,1
6483293,12
6508950,10
6512573,12
6518188,2
6518968,12
6534909,12
6548485,3
6555205,4
6555380,5
6561972,6
6565997,5
6567611,9
6577785,6
6581672,7
6586974,12
6588239,2
6594321,12
6597835,1
6615132,12
6621330,0
6622044,12
6633447,12
6650063,5
6650539,0
6653895,1
6674954,13
6689857,7
6690161,12
6699851,4
6703920,6
6714993,3
6721673,6
6724434,5
6746937,6
6751352,5
6753941,2
6755209,0
6755560,10
6762583,3
6765494,1
6769775,4
6775585,6
6788685,13
6791634,12
6801272,6
6815724,2
6821193,13
6822153,0
6830720,5
6833963,5
6846599,9
6874515,0
6881244,2
6885389,0
6920728,3
6961332,5
6976937,13
6980594,12
6988519,4
6991105,5
6998776,13
7007909,2
7027334,10
7044720,4
7048210,3
7050042,5
7055537,6
7069049,12
7070291,2
7077089,9
7078856,13
7082456,9
7096887,0
7099649,5
7129267,2
7143961,12
7148101,5
7168959,6
7170507,12
7184948,5
7234031,6
7242503,6
7254481,5
7258234,1
7259990,1
7298719,3
7305086,2
7305522,2
7321680,1
7334959,5
7360815,0
7364919,5
7384470,13
7386667,10
7394250,5
7405885,13
7414268,2
7415202,0
7425007,5
7428338,9
7456293,12
7467900,5
7470696,9
7471187,2
7478750,5
7488158,0
7497962,5
7499206,1
7504715,12
7511594,13
7542407,0
7542435,12
7543378,4
7546155,9
7550974,5
7558068,6
7579551,6
7579636,1
7596387,3
7618618,3
7641068,12
7655183,13
7675836,2
7705077,3
7710558,13
7729190,3
7731521,0
7766220,3
7766971,1
7787746,4
7787976,12
7800376,10
7803676,5
7805961,2
7814579,7
7820320,5
7846734,3
7853704,0
7855592,5
7867898,9
7871722,9
7893304,6
7920327,3
7930034,0
7931512,6
7952250,13
7993118,12
8025567,5
8026030,12
8026545,6
8037707,5
8044172,12
8069229,3
8120243,9
8138658,0
8147919,6
8155371,3
8184428,5
8267924,0
8287293,6
8335658,7
8348424,3
8351895,12
8387099,1
8396926,12
8415681,2
8432241,3
8437007,2
8453242,7
8495059,3
8519947,6
8551385,0
8563559,0
8573371,2
8578484,2
8584983,2
8585592,2
8594356,2
8628762,1
8637134,7
8640322,12
8645622,12
8691708,6
8693742,2
8705878,0
8709400,3
8745932,3
8747872,3
8769307,2
8770563,0
8841650,10
8844101,6
8850565,3
8853746,6
8857856,6
8876176,3
8895099,3
8947054,2
8961248,4
8963430,2
8968731,5
8979392,6
9006017,0
9010855,5
9017509,3
9037095,0
9054276,2
9063809,5
9071977,3
9083463,2
9085993,3
9106771,1
9121022,12
9127577,5
9146395,2
9153961,2
9192682,0
9197815,5
9226430,7
9229531,1
9290791,7
9324849,12
9334203,13
9338746,1
9341180,12
9358606,12
9379522,3
9386199,2
9407356,1
9442276,10
9455327,2
9462239,7
9498424,9
9499979,0
9524283,2
9539627,12
9576788,1
9578324,3
9603597,9
9622612,10
9661780,3
9678775,3
9682997,0
9702338,12
9713967,12
9723030,3
9731956,6
9770537,5
9817983,6
9834206,6
9841775,6
9851584,2
9883212,5
9890921,6
9917056,5
9917231,1
9937196,7
9950210,5
9986118,3
10038336,9
10055085,4
10143783,12
10188144,2
10248142,12
10260919,9
10286266,13
10355315,5
10356333,13
10372242,2
10373625,0
10383580,6
10385782,3
10385974,6
10391575,12
10397199,6
10414951,0
10421213,5
10432016,2
10435392,0
10435787,0
10444143,4
10451688,6
10465666,3
10481803,13
10485303,12
10493686,10
10494140,0
10505269,12
10515792,4
10530494,2
10565344,2
10581642,2
10584180,2
10595718,2
10607525,13
10645628,0
10646269,2
10647239,0
10677376,2
10693032,6
10735518,10
10735621,5
10746905,6
10780864,1
10795532,3
10801674,2
10819883,6
10820240,0
10820966,12
10822345,2
10857849,13
10858144,2
10871347,0
10877666,12
10937113,13
10958006,2
10977352,3
10992732,0
11008685,2
11056790,1
11100059,5
11112867,5
11131280,2
11153864,5
11154032,0
11198887,5
11215818,6
11230367,9
11232977,2
11247691,12
11250847,5
11264133,4
11331658,2
11390099,2
11406286,1
11435583,5
11436390,9
11449135,4
11506743,13
11515569,9
11525928,12
11559077,6
11606263,13
11606423,2
11630042,6
11630784,1
11648469,10
11650610,5
11669017,13
11674733,5
11704901,2
11725945,3
11733186,9
11784632,12
11799244,9
11835045,9
11835793,3
11836215,2
11845470,10
11866476,2
11883327,5
11887691,5
11936046,4
11945965,12
11952878,0
11952917,6
12007099,6
12008817,4
12028968,10
12091145,2
12091627,0
12118801,12
12129506,2
12151222,3
12184038,6
12206801,1
12216585,6
12224745,6
12227776,5
12316544,3
12358255,0
12381496,12
12383533,2
12421931,6
12444502,9
12457675,2
12500421,3
12505020,2
12515003,3
12548949,13
12553652,3
12556033,10
12595740,3
12614938,2
12649029,7
12719515,0
12728196,13
12746470,13
12786562,3
12793266,5
12807474,7
12807843,2
12830959,9
12831689,0
12848531,10
12850511,5
12882799,3
12936855,1
12940118,7
12947491,0
12966370,1
12988324,13
12997812,12
13025187,3
13028220,3
13050883,13
13055083,1
13060894,3
13077959,0
13078790,4
13092072,13
13094404,2
13095676,2
13098005,13
13102928,3
13109786,10
13123669,12
13138021,12
13151653,12
13151978,10
13164205,3
13167616,6
13186622,5
13196121,3
13205208,4
13212209,2
13214801,9
13230542,5
13233701,9
13241595,9
13243745,5
13259358,2
13292571,2
13294366,4
13346925,13
13369054,6
13381483,1
13386623,7
13387612,2
13392209,2
13402615,5
13408329,5
13408800,6
13410887,12
13424789,3
13439619,3
13449596,1
13455348,12
13469358,5
13508025,4
13509449,3
13520269,2
13523552,3
13526389,1
13530385,6
13538078,6
13544720,1
13553587,3
13553819,6
13556010,13
13582597,6
13588458,2
13588507,2
13594640,5
13598972,5
13620616,13
13627712,5
13629218,6
13638203,4
13648187,2
13662173,0
13669539,9
13689809,3
13693025,3
13697482,5
13697572,5
13702676,2
13704942,2
13722773,0
13731191,13
13738517,3
13739369,2
13741272,3
13747646,5
13749414,12
13768602,2
13777000,13
13782736,2
13782758,3
13791210,2
13807028,0
13808705,12
13820647,2
13834903,3
13835152,5
13843053,2
13850051,5
13856583,2
13879502,12
13889648,2
13907755,2
13912082,1
13912772,13
13914137,2
13918615,2
13920288,0
13927156,3
13945310,6
13954987,0
13965904,6
13987678,7
14005160,3
14036310,0
14037316,5
14045439,4
14065262,6
14065655,0
14069502,3
14096220,2
14139778,2
14144717,2
14152338,2
14158880,2
14173917,9
14210306,2
14216275,7
14268783,0
14270352,2
14273888,5
14275808,9
14288581,2
14288637,13
14297137,5
14298999,0
14311023,13
14315501,1
14345471,2
14352771,13
14401476,0
14438361,12
14461708,7
14509714,1
14543214,6
14569717,2
14570389,7
14591492,9
14610294,12
14670112,5
14720587,0
14769962,4
14778530,3
14778763,5
14780845,12
14799953,0
14822244,6
14837501,5
14897392,2
14911059,9
14930815,5
14938241,5
14942302,13
14955033,3
14956541,0
14958609,10
14968916,1
15001761,3
15002141,3
15022393,12
15024077,6
15039944,2
15046056,5
15093315,6
15118238,0
15135166,0
15156489,5
15173560,3
15191908,0
15199156,5
15210047,4
15318197,13
15319858,5
15341416,5
15351112,12
15354363,2
15367846,3
15376339,0
15434230,12
15482026,12
15516586,7
15554875,5
15593062,2
15599696,6
15639989,0
15671191,13
15697358,9
15698932,5
15732251,2
15739918,6
15749298,6
15814625,2
15836354,2
15862390,0
15936402,10
15945821,3
15963141,0
15977765,3
16013289,2
16014122,3
16038432,6
16038798,4
16050679,13
16066118,5
16067450,5
16090871,2
16140854,6
16177328,5
16177573,2
16248647,0
16268290,9
16293515,3
16334457,5
16358824,9
16358980,5
16389223,1
16415632,2
16420292,4
16425627,13
16438254,13
16458482,2
16458985,10
16467277,1
16516821,1
16526409,13
16540927,13
16564371,2
16566461,9
16611629,3
16612966,9
16613314,9
16627202,12
16630271,3
16658484,6
16681783,1
16682305,2
16685297,1
16687773,2
16697537,3
16700387,5
16701417,6
16753125,12
16790890,9
16793121,6
16802243,9
16804832,12
16809364,0
16819335,6
16863486,5
16865698,5
16878297,12
16881372,2
16892132,2
16892167,12
16903903,5
16910730,4
16911769,0
16929317,12
16934697,5
16942895,13
16942913,9
16944653,0
16944963,0
16950634,10
16980928,5
16994980,6
17004708,12
17005475,2
17009135,12
17018088,6
17093096,3
17095190,3
17101441,5
17112376,2
17174512,6
17180549,3
17181182,4
17188205,9
17215414,6
17217925,3
17222123,9
17258511,5
17316202,2
17341685,12
17341880,5
17364292,6
17399834,9
17457404,4
17473925,10
17477882,4
17544352,12
17553006,13
17564798,1
17602070,6
17606698,12
17627452,5
17628287,5
17663027,4
17676460,10
17682196,2
17682765,12
17690373,3
17725947,1
17733435,5
17755777,2
17810679,3
17843419,3
17898146,5
17900600,7
17904675,9
17918083,2
17922080,2
17940348,9
17941809,2
17960274,9
18012837,3
18012996,2
18015563,5
18030121,9
18040509,2
18048797,13
18085856,1
18104917,3
18108713,13
18134365,1
18136094,5
18144006,3
18147254,5
18152011,5
18152579,12
18175039,9
18203519,5
18212582,12
18221906,5
18250758,13
18269341,1
18305870,5
18317736,2
18419641,2
18419775,12
18423975,3
18474104,0
18495604,12
18506210,3
18512442,12
18532660,2
18573641,3
18574443,2
18574551,5
18582325,0
18603545,12
18641619,3
18644649,5
18678697,13
18712099,12
18713661,7
18727579,6
18734189,3
18746546,6
18749154,12
18750251,7
18759187,6
18761903,6
18771104,10
18780484,3
18784462,7
18831384,9
18882536,2
18894646,1
18907953,5
18911800,5
18918739,2
18919007,13
18920012,2
18967095,7
18973788,3
18995258,0
19031711,0
19050957,10
19063422,3
19066125,3
19066973,6
19083512,7
19085204,12
19097128,3
19108061,9
19116539,3
19117174,1
19118422,3
19126313,0
19138090,13
19139469,0
19148761,12
19152395,5
19158852,13
19168323,13
19170123,0
19175867,4
19177700,4
19177904,0
19186052,13
19193551,3
19205129,3
19237582,12
19268520,2
19268741,13
19268790,0
19283290,1
19290972,5
19298873,5
19310622,2
19321943,0
19325586,2
19327724,13
19373432,0
19396206,0
19406624,13
19434840,3
19470281,5
19480475,3
19512821,3
19519429,5
19526012,2
19540656,5
19545059,6
19549141,0
19559822,5
19561679,0
19572161,3
19607043,6
19608662,3
19613318,13
19614754,9
19615708,1
19621089,12
19657416,5
19677996,13
19696557,5
19748173,12
19755571,2
19772795,2
19783212,0
19783878,13
19784043,2
19784430,2
19784633,7
19813067,13
19814554,3
19821966,13
19833403,6
19834660,1
19850804,5
19867359,6
19884878,12
19889018,5
19899899,2
19927728,9
19954181,4
19962579,6
19981872,9
20003302,13
20031306,6
20042007,3
20049049,5
20050583,2
20098111,13
20144685,12
20163865,1
20188270,1
20199234,10
20201071,9
20210062,5
20223600,0
20237789,2
20240093,6
20247922,13
20261197,5
20273164,12
20275528,7
20276207,6
20289992,5
20290000,2
20300379,2
20311402,13
20382007,0
20402568,2
20434894,2
20439341,0
20443736,0
20495062,4
20540334,2
20548471,3
20551052,13
20586301,7
20593955,6
20596830,5
20612704,2
20650363,3
20692228,0
20708505,6
20710256,5
20794740,1
20797505,6
20814317,3
20873032,7
20877463,6
20883931,9
20893944,2
20915252,5
20937902,7
20967928,3
20980003,10
20987154,2
21004207,7
21023447,1
21079009,9
21093232,13
21093307,13
21130807,3
21186595,6
21187566,2
21209564,3
21209577,3
21221666,5
21225478,12
21260919,5
21268708,12
21270480,0
21284516,9
21288310,0
21289602,0
21330021,3
21330351,9
21405385,9
21415442,6
21435398,7
21435989,2
21500371,3
21523040,0
21531765,2
21545479,5
21548606,0
21563312,6
21563806,3
21579485,6
21669975,3
21691921,9
21707513,9
21732842,13
21743621,3
21760578,9
21775678,9
21825717,13
21841776,5
21844980,2
21849053,0
21859523,13
21863109,12
21873097,2
21931032,2
21943615,9
21978139,13
21988949,6
22061945,13
22062461,10
22084407,1
22097509,0
22110566,7
22159944,5
22168917,6
22182139,5
22242194,7
22287222,0
22299598,1
22318282,12
22322616,9
22331161,12
22332086,0
22339302,13
22364328,13
22384360,5
22450441,0
22473865,12
22502101,12
22530215,0
22566421,5
22570616,5
22623699,4
22641397,1
22680278,12
22695408,12
22711924,3
22712474,2
22743150,2
22743238,2
22757998,3
22786149,6
22805558,12
22807671,9
22891579,13
22893002,13
22898213,12
22912241,2
22937339,3
22942055,4
22950114,12
22964115,2
22965329,4
22967513,1
22968232,7
22974554,3
23019594,7
23053506,9
23075388,6
23089213,2
23115746,4
23147167,13
23159980,9
23164106,9
23167632,2
23178069,3
23214597,13
23227624,2
23230147,2
23235538,10
23244361,2
23291083,0
23316068,3
23334622,1
23335377,12
23341763,2
23353261,3
23355357,6
23388128,9
23388703,9
23428179,13
23466239,4
23466466,4
23478448,1
23490217,3
23492145,0
23493204,6
23495332,5
23536468,3
23542945,2
23557590,12
23616685,6
23617529,6
23617910,2
23623159,1
23627650,2
23637212,5
23647100,13
23647928,13
23661832,5
23665966,0
23692680,1
23707263,2
23724962,2
23725638,6
23726013,4
23764941,12
23825359,5
23912549,9
23919826,13
23920367,7
23929214,13
23937025,6
23954290,0
23970068,0
23973218,10
23974864,4
23975040,13
23988750,12
24030808,0
24040161,5
24047467,1
24072317,6
24073200,0
24081673,3
24082197,10
24090515,3
24125143,9
24127751,5
24130196,2
24145034,0
24149523,10
24154071,2
24157361,12
24226047,1
24255956,6
24264414,12
24280399,13
24280594,3
24322031,6
24332357,13
24339122,5
24347841,5
24393378,0
24409639,2
24418564,6
24437935,1
24449013,13
24481300,3
24502772,2
24503302,1
24519769,3
24528181,2
24567631,6
24570584,2
24573443,5
24575813,9
24576606,2
24611142,9
24614678,6
24624022,12
24636819,3
24656698,0
24708236,9
24711664,3
24747090,3
24765642,6
24776123,5
24790482,9
24793142,6
24814697,6
24815617,9
24815672,5
24816692,9
24816694,2
24821457,0
24826721,2
24849793,13
24877176,2
24877446,4
24884896,5
24899182,5
24900889,6
24903583,13
24934334,6
24934517,13
24957802,1
24965209,13
24973439,10
24984590,13
24987454,2
25003165,2
25040025,10
25040168,6
25043549,13
25063158,3
25067964,10
25106241,13
25118507,6
25129266,6
25135273,2
25145834,4
25158053,6
25170470,0
25180496,4
25200892,5
25200893,12
25200894,6
25200916,3
25216681,3
25230621,6
25247163,2
25251445,2
25256638,2
25273198,1
25317697,9
25328162,7
25334142,0
25339399,13
25342284,3
25348263,9
25358248,2
25374280,2
25390179,9
25410780,5
25411342,5
25412031,13
25412218,3
25414330,4
25415171,3
25415887,2
25437590,5
25438169,4
25440004,2
25441960,12
25449452,12
25451963,5
25465877,6
25480493,5
25481897,9
25501455,3
25509436,4
25510862,5
25511654,9
25524405,0
25536023,2
25579915,13
25652864,9
25664844,3
25699595,7
25758102,12
25761161,1
25766954,12
25773407,3
25779533,1
25786674,5
25800644,4
25819512,3
25819814,12
25821793,5
25838169,6
25864397,12
25886959,6
25891560,6
25902778,1
25907573,12
25927962,10
25933182,12
25938137,2
25939028,2
25941490,10
25942883,5
25943522,6
25955604,3
25969883,7
25992506,6
25993664,9
25995913,6
26000464,2
26005608,12
26018444,10
26043656,5
26089043,6
26090710,2
26094867,13
26099846,2
26112394,2
26117463,1
26118302,1
26157322,2
26161817,3
26177042,6
26184100,7
26184991,2
26218444,2
26240351,3
26243490,3
26267617,6
26268969,10
26284870,5
26296321,12
26309978,6
26318639,5
26328502,5
26329577,1
26329638,6
26343809,5
26356470,2
26389492,5
26393211,3
26406820,2
26417304,2
26440577,3
26446568,9
26459399,3
26460642,1
26511926,5
26526202,5
26542406,3
26544461,13
26548813,0
26554918,12
26584432,3
26590494,4
26617272,5
26621781,1
26629079,2
26647055,2
26652707,12
26662446,3
26670823,9
26705990,5
26712229,10
26723459,3
26723908,13
26741004,2
26742693,2
26742695,6
26742696,13
26742697,2
26742700,3
26742702,2
26742704,2
26742707,2
26742714,2
26742717,12
26742721,2
26742725,2
26742727,2
26742729,2
26742732,9
26742733,2
26742734,6
26742737,13
26742745,2
26742746,2
26742944,2
26742961,2
26742962,13
26742966,1
26742969,2
26742973,2
26742983,2
26742987,6
26742989,2
26743156,2
26743162,2
26743182,5
26743202,3
26743414,2
26743416,2
26743417,2
26743419,2
26743424,13
26743427,2
26743428,6
26743431,12
26743439,5
26743454,2
26743455,2
26743459,6
26743694,2
26748559,6
26765657,9
26775780,0
26860839,3
26894153,5
26895362,1
26907188,13
26913728,1
26918072,5
26969433,6
26970020,4
26974796,13
26991968,5
27004305,3
27026471,5
27026956,10
27045559,10
27109234,3
27124035,13
27130178,3
27132561,5
27152415,6
27159445,3
27166308,9
27196142,4
27250752,4
27274554,1
27302038,5
27353632,7
27353857,6
27368706,1
27391608,13
27417747,0
27488304,1
27488317,6
27506692,2
27520725,3
27564799,9
27575846,5
27576959,9
27585306,5
27601710,13
27677318,4
27693247,6
27742821,2
27748503,6
27781868,5
27844904,2
27860696,2
27869327,10
27915769,9
27918259,2
27974706,7
28006907,13
28042806,0
28049067,6
28057934,6
28064017,5
28065407,3
28072056,2
28073299,13
28075143,6
28093785,7
28102258,3
28105353,3
28118688,1
28127286,6
28129557,3
28154753,5
28219759,12
28296856,2
28298592,13
28325833,2
28350727,12
28381467,13
28406503,5
28408362,6
28433493,5
28485041,1
28558748,6
28606315,7
28650474,9
28800757,2
28910930,5
28945325,13
28955402,13
28994811,0
29025227,1
29073326,7
29085636,5
29094849,3
29098150,2
29119459,4
29205333,12
29248812,12
29258064,4
29273059,5
29274850,3
29277460,6
29294404,1
29303843,5
29412484,3
29478989,6
29496854,5
29498815,2
29507163,2
29540518,12
29555970,2
29584810,4
29616404,6
29619470,5
29621032,0
29622304,12
29627657,0
29650155,12
29674291,3
29675299,12
29696985,13
29717882,10
29732726,0
29787260,6
29798172,6
29815952,2
29841692,6
29847358,3
29871909,6
29889531,3
29916404,13
29925782,9
29954669,5
29975603,2
29986616,4
30014369,2
30040575,5
30052106,2
30078494,2
30099064,5
30101131,7
30116533,2
30127028,2
30151833,5
30161932,6
30167141,3
30172275,6
30174695,0
30250342,12
30319481,3
30339433,13
30388784,9
30389837,13
30406008,3
30419235,6
30466129,3
30468917,3
30493074,5
30493348,10
30519657,5
30526269,2
30536241,12
30557487,13
30558825,2
30578873,2
30705099,5
30705978,13
30735517,1
30751423,13
30813747,2
30853708,9
30893029,2
30905107,5
30920680,13
31050170,5
31073103,3
31134219,12
31139969,9
31144301,9
31148914,9
31164060,2
31164420,2
31199416,2
31281504,2
31284656,5
31383294,6
31390223,10
31404499,9
31431188,6
31434542,10
31454313,12
31466813,4
31483205,3
31491151,10
31503384,3
31524304,5
31551546,1
31579721,0
31608294,0
31703971,2
31712174,7
31773925,5
31813403,11
31848826,0
31866429,2
31891913,5
31892922,3
31905421,1
31912160,13
31912549,4
31928365,13
31944425,4
31953531,2
31976963,6
32011252,2
32029136,1
32034089,3
32044247,13
32061224,3
32100264,12
32100543,9
32103933,9
32104387,3
32121881,0
32126191,6
32130320,0
32136917,2
32137146,2
32137332,2
32164868,4
32172785,5
32173456,1
32225665,2
32232286,6
32299956,11
32302247,1
32303077,13
32303490,2
32304653,5
32306171,10
32325927,5
32361468,3
32373791,1
