id,cluster_kmeans
646788638676381276,2
646893416514350374,5
646902551701561679,3
646960213271911267,6
647045011210267962,7
647048121836910562,2
647457880876702701,6
647507797654528208,9
647537985088054868,4
647594013410401762,6
647610342955536616,6
647622896579585136,9
647643837070564971,6
647649921983395858,5
647676359998476221,3
647681219198058033,3
647766181725609294,3
647771509838688463,5
647788448106823221,1
647805648459980770,3
647825369658051763,2
647866545932255813,13
647887909236380823,3
648180852484279010,3
648287776017650503,6
648307440985068179,9
648325194099758039,3
648345208610226071,3
648413803967103325,4
648469790296385347,6
648546871414984311,6
648568632019778435,7
649003106115666518,5
649014875497391352,5
649082386257436094,5
649198307714691276,4
649220203636952809,5
649276666291106062,2
649640308502061983,6
649664067376243160,13
649708075610316011,12
649710523720171047,2
649772629283588029,9
649832240977582396,13
649853108459129866,10
649876319737147687,5
649955809628452263,5
649957705381338340,5
649971276674544894,2
650006017088788714,9
650393122943648580,1
650408227182369509,1
650441536034006468,6
650507832133246015,7
650738171505165461,3
650740555538300347,6
651065692521350813,12
651291302774955236,7
651397470317632838,13
651861940016649404,3
651921783143653613,5
652019687981124294,2
652058560772005579,10
652133438583260034,3
652585555328674063,5
652628306477471116,5
652641589212460629,1
652648301599863675,1
652651609114130027,2
652662808501050777,3
652709775003931118,7
652713597190211882,2
652738042424396076,7
652774077732359305,12
652793399432120914,6
652794457222559665,5
652821127580098127,3
652823830128252932,5
652854964485740835,12
652882894386340660,5
652894261278601156,12
652915579356573346,3
652920857480885828,13
653300411160222195,3
653318300642304875,13
653332409006473770,5
653373929652610674,4
653393920836495731,2
653569051035014168,13
653590107452180834,6
653605215382724197,2
653611177332516117,6
653625906218464844,3
653729860587502314,3
653932070008026048,13
653973306504467983,5
654029719413921527,3
654076838314300062,3
654130786051854874,3
654161944833924976,12
654217072675328148,1
654286543985018998,13
654366638530123390,12
654686939130315921,4
654751526879139616,3
654753574943907564,2
654794931047491380,7
654842895736929326,3
655129368761329473,2
655149959679399369,2
655460494376392795,7
655518189757076016,2
655582620374822494,12
655596990869101719,2
655630178882785697,2
655863780109117675,1
656203881433112602,3
656418912451375925,3
656428462576161893,5
656493262415413766,2
656503493564715655,6
656510267739519248,6
656877603828056065,3
657076994193144626,5
657079780222960279,12
657147344126563118,3
657178428825273085,3
657190667950373052,5
657297341404262982,12
657719274280044755,6
657738849400832980,1
657745714277153777,3
657755365355982212,2
657920333216895380,5
657926853675463498,13
658300910298522620,4
658388322570119657,2
658440319769076060,5
658461780072450355,1
658505906233119532,3
658628819013374919,3
658660698393415423,13
658663507169794188,12
658671337569049174,6
659122127142606723,0
659176134453597074,6
659195099356624180,2
659215313703484637,5
659238218257747778,6
659364688178585160,13
659404856739612190,5
659413370343183951,5
659460231313126296,5
659506798780556185,2
659749311389011584,10
659755661436061328,5
659803108015888391,13
659804718850126711,2
659817464527327129,5
660084266729754449,9
660485714828950562,6
660558869127866959,3
660690237169627985,13
660695581730346832,3
660706315648380811,13
660734501754981948,5
661206983412974367,12
661251747043369982,9
661259402029812765,6
661492301886889676,9
661566236857753618,13
661569146542461184,3
661580906993476652,3
661581332349618661,5
661980493689498362,1
662055924205465783,4
662072133520546139,12
662090365728219673,13
662100837957674123,9
662121866203510153,3
662140161696941722,2
662241263870902176,3
662302103216312818,3
662793657375229188,3
662818406160626801,3
662845130803397928,6
662859830841047373,0
662879328472559295,5
662896226813982296,5
662914584382408529,0
663020619372881851,12
663387729875271479,3
663475395378477140,3
663477586396106316,4
663545335923591215,12
663560826779683479,5
663651923276074930,1
663657166324321829,5
663728310073762330,13
663777215111844674,3
664097118593117808,13
664108083043799635,5
664129261806394708,12
664182209217342645,3
664192614186562423,3
664208542465549103,3
664303803633576852,6
664351160504073083,4
664371033231604130,9
664387613481645974,10
664399281568555404,5
664505288784482996,6
664870120080993265,2
664934124943437550,13
665001320595031661,5
665032916097449342,4
665107110063197982,13
665119957913496259,5
665160600279478416,7
665181396630337652,2
665183287838179143,5
665196480714840768,5
665213884913275250,12
665224255006090824,12
665292993048914137,3
665621410642738883,13
665637650669310839,7
665669641519679075,5
665678933772132867,3
665681640513261717,2
665729333640307271,1
665761710072078214,3
665838548308322259,6
665847378667922836,2
665878392085852131,3
665965987430222790,3
666382001392379322,7
666418834338415648,5
666454671809288851,0
666509220272390840,2
666538748593669910,2
666641126300598264,3
666668036712719681,13
666670994090260756,1
667292044273801416,13
667346417750057175,13
667516925322084269,1
667766502050040889,5
667821193331719811,9
667825925194985675,3
667967497785934387,3
668018356042094327,6
668075714626533273,1
668101913537630734,3
668587993934278947,6
668598255766412519,3
668605636371586782,5
668760416346691166,3
669266777583622745,3
669291634413836036,5
669398331147884209,9
669999278824397537,12
670011413310431897,5
670048247436920109,6
670639368073020310,6
670751926751031826,2
670964572812903387,5
670999284032804870,3
671028053053886623,5
671426587786421280,4
671507785251956898,5
671665488778681921,13
671770687092257889,7
672061672114002742,12
672365029775511956,5
672758136817562739,3
672936749171295231,2
673053715659179080,2
673096214819264759,6
673129419505417216,6
673549709746939028,7
673550019730915581,7
673569360732857721,5
673616453797958429,3
673656906240348335,13
673721931839133529,0
673835253361558447,7
673882379383959774,5
673904510863240496,1
674232402947877530,3
674255221186240149,7
674556267763812778,5
674584570611925992,3
674593049834770418,2
674720393726232991,7
674998802626553492,0
675019645157036148,13
675250895892379005,6
675264145359203864,1
675312702045581138,5
675345024634888526,6
675402958209258350,5
675710263709185678,3
675740636850079957,5
675753358008753294,5
675802227590673573,5
675874400715646238,13
676812318089099136,5
676876727771344885,13
677207316037110893,2
677386027878583061,13
689082612701028979,0
677878202827366217,12
677907108885648847,13
678036156966912796,3
678039520884923356,3
678106791625272048,5
678109460615335091,2
678165914479606574,5
678210918186869452,12
678217336542112505,7
678350968191959196,3
678651220137231922,3
678721875791929277,12
678724685312628316,2
678762668033978284,3
678772826097402322,3
678805707542496160,5
678819720345489501,12
678836936371916605,13
678852718578207865,5
678952986584113686,2
679029850218240342,9
679045207569414824,12
679291129482272762,1
679573081303352663,9
679685162518473045,2
680111399926751144,3
680203967255867792,6
680248004636015961,7
680275095812939850,6
680285833943900672,4
680343282432729225,3
680716563822111343,6
680849221884738928,12
681698189068183473,7
682305002039656263,1
682446309674534551,3
682643833854800273,1
682978618829992505,5
683127764127427832,3
683131769361741702,5
683135406703224875,5
683306518492143108,13
683328347003187849,7
683358760338336977,0
683748747701478786,3
683853355360405202,0
683904226233709900,5
684004021929001355,5
684048346971755059,5
684447780597393368,12
684525650737635138,5
684562208363160394,3
684659058121435948,7
684688408879853723,0
684719500810740405,0
684736073114749431,3
684776151136472005,1
685192814918468257,13
685240771117970340,9
685309768799416864,5
685523923554222970,7
685860410862624614,4
685910167788878226,5
686177819867616560,13
686686188215153436,13
687053268651826069,12
687090306448085612,2
687407035089058845,3
687416556755002440,12
687521584767392113,3
688182861154771971,10
688186327910542690,5
688257572767342132,9
688340090103030408,5
688346414035715520,5
688772875817680940,2
688780963184447309,2
688876211714377120,7
688995575731460185,3
689160307864753914,10
689193810438035299,0
689468915047393444,5
689494899562402727,10
689552984410083165,6
689596920277881693,6
689608784093698949,3
689675034755868905,5
689708560446248031,12
689734393190992581,7
689750842034320222,7
689790813018376192,1
689862742663974289,3
690290757467651707,1
690478457335415018,7
691052545912628148,13
691081348944843834,12
691298557597864930,12
691315114746124220,12
691339782453750771,9
691350045237274805,5
691763705255844880,1
692392800919718084,4
692501803981927218,7
692528072845057360,5
692647812665017497,2
692707810199929944,10
692713422899744860,0
692738413191567789,12
693477312565228539,3
693935189106267608,2
693937226817014040,1
694159347929595844,12
694601959311944389,3
694612338126403321,6
694896085185576037,0
695045489424583999,5
695314773820254536,12
695406638273984131,3
695469673477560978,5
695480065731296315,3
695580346898835634,5
695726154391131870,3
696075484437303477,5
696137838826825213,12
696156723411339109,5
696197551175117602,2
696299878969880424,5
696702749136467263,3
696835205464299480,0
696906167578405785,2
696932714717959611,9
697110937473032415,2
698219366799783232,5
698220026079690742,5
698262774743150129,0
698301764358714140,13
698480113008468727,3
698481912256969547,0
698553099037956565,5
698937942182494018,3
699078943370413033,5
699283197284181372,2
699640265627921481,0
699715088400323485,5
699727552815252850,13
699858830177696404,3
699886649266680914,3
699936598125407877,5
699963372984100273,5
700582690155228499,5
700716353551056335,1
701111313504735121,10
701113183371247498,3
701442901714115384,9
701445377399943839,4
701780846190811378,3
701795531768347023,10
701913441939230704,2
702166714605300259,12
702514984085482893,3
702835306970788942,5
703380279531692996,6
703510774852757138,12
703512507198448286,6
703640232616366630,2
703732286107448931,3
704066942440473883,7
704100590834450237,2
704197655417315415,5
704391870260043896,5
704885784795306715,6
705056347623851544,0
705495685655625736,3
705590751652812507,6
705755550172389180,6
705843756197675166,0
706379717096768954,7
706399061647814751,13
706578811233505504,5
706907572929326545,5
706958758171187024,1
707068379082104505,13
707151556213018694,1
707270860301359231,6
707750429437527856,0
707872194658544075,3
707894958557930407,5
708009419744038290,5
708411969125842161,5
708556064739768436,1
708694782432659879,0
708696453442223206,3
708737356399045250,7
709123398344600482,0
709290476514204277,3
709334981362627450,3
709341642267471020,13
709413613822824022,2
709426003060521140,1
709858559598450239,6
710592780134054209,6
710683986042024795,13
710730923946620202,5
710734590150234082,5
710825728047109839,12
711150329258731514,3
711155617301708443,12
711336315698658602,5
711338966039562396,5
711464773626786693,3
711471060569947365,4
711942777906301793,3
712050671501649497,5
712654338930962165,4
712842657771415797,3
712884964121545055,3
712965703222559733,2
712981247011970932,2
713003416075088302,6
713415759344330656,3
713737633735216039,7
714264666971816360,2
714442874003499616,3
714848786999705749,0
715004200751200602,10
715012245057973482,6
715028601985443113,12
715033647453547756,1
715115257934716403,12
715174504248785982,6
715753566538713098,12
715815138975636050,5
715815818854594394,0
715943422527220802,13
716426136491924261,2
716658312169015337,5
717369114482700135,2
717972822101022055,7
717985658143995617,5
718434182722341402,2
718597913114947792,6
718675327393134806,1
718709063573874048,3
718826334219396660,7
719228223434049909,2
719497202343491173,0
719564087104084918,12
720248264930154125,6
720839297354094114,2
720860358959160246,5
720918994243190930,9
720940389678326884,2
720971448419839920,6
720979352628447197,2
721020560550941283,0
721424745792393430,1
721594145644083720,5
721688041929762914,5
723011183248614145,5
723558185212253618,3
723597329561670173,4
723668451969808875,2
723714363546883189,3
723767946505530581,0
723855231650830824,10
723881843326048403,6
723897399717333196,2
724274861255049880,13
724576818973015753,12
725111477521001573,3
725178214689423549,5
725360115919011149,6
725875530835813795,2
725986992339573797,0
726011699946568870,2
726069357262786652,13
726422595074250370,2
726433808653378530,9
726680289714183951,7
727219399632967261,2
727240937125012383,5
727294208066348066,2
728051190626217733,2
728094216837165164,5
728095030912608616,10
728106079554810775,1
728135646943177161,6
728684837523016167,13
728736670175790647,3
728772973390522882,7
728885842564321310,14
728903319771646933,4
728956399039357424,7
728975001012143884,0
729490467649667135,2
729584823562467068,7
729618478171310884,4
729631111858068094,2
729695737746190715,3
729710770655265022,10
730459859168662278,12
730766485556457527,2
731145919746845208,0
731572896644731155,3
731625056606044598,3
731706820028440632,2
732468631601825745,9
732979847086882275,0
733041040667070208,2
733233459927380701,3
733778837661224366,0
733867927451297027,3
733922476659375871,3
734430177253305894,4
734661925911424827,13
734732439438085393,0
734813772299740205,5
734827507561713177,0
735191735148509402,2
735211204138836276,3
735297223905637692,6
735405046323614345,5
735476645192746528,6
735513390796866603,1
735520106107287570,3
736668002027560315,2
736715320251181884,12
736782644842842736,0
736871219921886824,13
736945305526771324,3
737032710831848225,5
737453204440056976,4
737533555472010081,2
738088961139404964,13
738305361270539226,3
738812639699746509,0
738856401389421620,6
738892995421595327,12
738898818750109777,4
739006565252025303,4
739082013452990670,0
739184738764447853,13
739830981562335262,0
739852780003607567,5
739927267931358136,5
739940913684204370,10
740219455728016068,6
740450802194776346,3
741823415862140815,10
741858343978468795,2
741950878290115826,0
741997872251561788,2
742423448211042792,3
742529136805454044,2
742534387312123925,1
754370225567531375,3
742790027405611368,12
743375863332542141,9
743451895158316884,4
743838068110430649,12
743915725015340558,3
744086830837773184,6
744563891666567950,12
744833708474240421,2
745319414437919967,3
745383910947299597,13
745707906542180004,1
746056521953550705,3
746398828238855594,6
746919020186561409,0
747083434219825519,7
747537600739206772,2
747589306102772632,12
747650290463518462,12
747680386642887499,7
747733421885363581,2
748346420240437354,9
748375814381644971,4
749045798070796704,1
749069874466487393,7
749164568345300022,13
749173536837888211,10
749836447160566375,5
749910640974761906,13
750101544855863051,2
751487084462666683,0
751789664853551179,3
752971017448931495,13
753344100978376622,5
753405050154059669,13
754175117745030518,5
754178904522425634,2
754416372809081967,13
755002427915496645,5
755058532348655305,6
755106413163162004,10
755208734496121499,6
755505042836482739,3
755623542825769030,1
755665306366278159,12
756233722729551915,6
756492442053741396,3
756523656519554303,3
756884485839240765,2
757020438857380088,4
757301502580153479,12
757724428513631741,9
757729018257462789,12
757841387862971536,2
758121222789071646,1
758366334110826281,3
758699927351979255,4
759051315064388802,1
759225779962588214,5
759228160925842867,3
759254627424906115,2
759872220036642808,3
759928101780921232,6
759984652511495727,5
760199189827746029,1
760530551691700846,2
761473425510258218,7
762290031627660118,4
762309648739469984,1
762364084050914980,13
763398743395592477,6
763435935577593693,9
763650055134531824,3
763685338768834282,0
763756751531070781,2
763788366562823060,2
763859486693198345,2
764244714917217158,2
764428698349458307,5
764592126062810201,5
764962275349688531,7
765160623483711979,1
766029286450082069,9
766037233063265338,12
766408156692054191,5
766421709002595997,6
766467174382593385,6
766566455357952364,2
766672065263188505,2
767332481062849471,12
767824143902130772,3
767845842959408907,12
767929761615951582,12
768064900185426315,0
768547313030463877,3
768648026768229614,9
768705529682896945,1
768773282419144482,9
769391731505994378,3
769567682033972159,5
769587123019096223,12
770055181077716021,3
770072213691461854,12
770101196570315055,0
770136574029278680,5
770217590974022678,2
770683771153185274,4
770783218255306749,2
770817538128126472,12
770846564301456901,5
771037814858553443,12
771064470890934200,6
771085588866859643,13
771528296897762409,1
772209972023705333,7
772221096395658298,4
772295188130419143,13
772326885545970196,2
772536118245239087,13
774379440077690175,3
774408887072285285,5
774568002089889273,2
774727278077790898,7
774755068154097798,2
775251278613414937,3
775275738113508005,2
775383299181648753,6
775846426542734185,0
775846503923093275,0
775847393293574083,0
775969486017946717,2
775975445513026763,5
776124152079391393,3
776604853581591817,13
776805069124367785,5
777294781670540498,9
777326235820271254,2
777385244777080152,6
777613005846214924,5
777944155228284205,2
778119234105211268,2
778777988123709230,2
779473625799477240,2
780106904714874183,5
780185839268228169,6
780219800062520446,2
780475394019110657,7
780523605730819840,1
780875789251243736,2
781021399428881517,7
781037208663457896,5
781628720012090064,6
782383748386210851,2
784713591093665501,5
786067230175968961,2
787023019636206182,13
787495219375970435,13
788166039124649442,3
789587483631977630,13
790393455576771199,1
790633746189275089,13
790641464389040353,5
790926551014433830,0
791100166904556409,10
791101667382176296,2
791104894793377640,2
791143736800157589,5
791712852667744332,5
791777533335013508,6
792784780565961722,6
792797147759687668,3
793335972387971520,3
793594624993344473,5
793898547605797489,3
794024505399337099,9
794598793362611777,5
794658561440865400,1
795501359623282958,12
795562082871120479,13
795685298691908277,7
795803656383691970,12
796270065324553965,6
796382108093979029,1
796481507280315047,7
796878383174252616,2
796886427758854337,6
796931336776024745,2
797144921876751357,6
797238269836743805,3
797547156361924702,5
797799568802421032,0
797835834836393857,5
797862320975017789,3
798306347233668931,2
798474317116324583,12
798565494837024739,9
798636838468004583,6
799178115594662148,2
799666700302759758,6
799746899556393423,6
799844685158210175,12
799957079742669191,7
800057611631240961,0
800377946408142371,0
800390010143725567,3
800435614684296878,12
800506097499989951,3
800511090682386792,2
800574012521608057,5
800614077074360174,2
800803903193530221,4
801200417758626957,2
801239922694581774,6
801274954761776157,1
801295560651420497,3
801315093982349621,12
801344294634446299,2
801383119344791598,2
801437201315437663,9
801438110812244294,2
801441326600366447,2
801460268263752405,2
801468420496790302,7
801469062970576399,2
801473162098294494,2
801694029280953374,12
801894730324060926,6
801916568331125399,13
802086318109135562,1
802123836237223182,3
802150746921587375,4
802952223826769513,0
803285651645056858,5
803437090973780712,12
804100864758240603,13
804171962513631672,3
804203408644693886,13
804314787076355621,9
804372199848816646,1
804808332416758244,9
804894633877808281,5
805031541758300351,13
805048310898643501,5
805071952855270223,3
805615395234175308,6
805658443136642359,12
805707050345644010,12
805731579476357370,1
805742371070483187,2
805821948456799327,1
805853309478831219,10
805878508895266104,0
806053204781959914,3
806265082882271279,6
806409523112515046,0
806437865702629602,5
807254308213157328,6
807851983989726402,3
807938906452666357,10
808507171122384807,4
808532851083672223,6
808570179606610450,5
808724249182528187,4
809200437277457526,6
809345476489857135,6
809361360898265805,6
809478602351754713,12
809850592048577902,2
809900075520524121,1
810010968579780161,0
810013354168682458,13
810067123450224114,0
810154266582621578,1
810652776536822522,6
810662200943887706,3
810691471359190007,2
810789359914335922,12
810914812749406975,2
811307945010276420,4
811365312608439801,7
811411219335534634,9
811515767330330862,12
811686137378660000,12
812050222007280168,4
812129057217923576,7
812148273123980102,3
812351114542093469,9
812358686608757130,6
812361339609512248,13
812391034054985208,2
812761199289426838,4
812861836126399156,12
813121775635423464,10
813513199797553247,3
813591193260258708,13
814270151763816920,12
814524745668826043,1
814995401377460710,3
814999282474506505,4
815072930585962849,12
815101376680756150,6
815102524873039206,3
815140679937484254,5
815792237746299297,3
816398948142388257,12
816459267135645461,7
816501601895296932,0
816569342670829644,4
816594560287563127,5
816753703269934172,12
817271378280066039,13
817313937431652234,3
817387332500516255,13
817408450955385881,13
817519474705431204,12
817726133139206679,12
817890959270386343,5
817925286622533490,3
817948535153811185,13
818000302295986258,5
819223715759829819,13
819639620137047341,7
819975281468832277,2
819998179972611264,10
820036301523968491,3
820097707887184773,2
820119917704047411,3
820124171819099070,6
820130524951133229,12
820253317893867631,6
820324455236103296,3
820341611069866806,3
820385465558643786,5
820836435286601900,13
820847635606149352,4
820874304456843520,5
820975714809594214,3
821020860126778323,1
821106252147157945,5
821376540010543406,7
821610522655379655,3
821675127446932113,12
821710816281217594,3
822264863387304412,5
822461597316026022,9
822518018935586830,13
822540739549853224,7
822880867309087265,13
823068935045964084,0
823077841069422341,2
823178971206381005,5
823197421705266505,3
823646937898013161,13
823701532556866845,1
823772245067994509,2
825078715014720999,3
825234743469778507,0
825262674759330374,3
825284593529349340,3
825310775614772117,2
825338608961759543,12
825376990476305934,1
825411642242550449,6
825535421886116060,1
825789572526909794,5
825804470649110911,2
825870492083223246,6
825950579704467165,12
826023801174847800,12
826655394421128707,1
827424609762155346,6
827490853377406629,12
827939555931971770,3
828030834302527023,13
828072327598191255,6
828345859424215555,3
828655768954089711,6
828693701581008863,2
828808498051623201,4
829456589945928334,3
829471527768195396,9
829537466014428395,5
829580471232351716,2
829581770970462883,2
829582104653350508,2
830126688671558777,10
830128339623425186,2
830179346700504166,3
830241956874106726,5
830259439291706571,6
830262466527634286,6
830347116465609579,10
830348294856888478,3
830411586719124474,2
830435791216922345,2
830556709596125427,0
830899370311037557,7
830908447146376488,7
830984529270398048,6
831030857257896122,6
831113926092442274,2
831125505357508841,2
831230448747120927,5
831689683426945913,2
831915336424746607,6
832022588130910213,0
832989789490034682,12
833034287285174971,10
833254781382921648,13
833359729961599124,0
833390407401001671,9
833399667049669393,1
833745025201912165,3
833901485130053449,5
833982962608352838,13
834559471966216433,5
834658450114959437,9
834668786819492008,4
834682558398333706,0
834694255372088692,12
835160401948188348,10
835184746077219961,9
835377045434595082,5
835382569086401743,6
835421890406393123,12
835431963341054658,5
835467908910836721,13
835563358855601846,12
835589025105013067,2
836265350043992618,3
836795704191786593,3
836819747122993237,1
836980504442775002,3
837314912200406041,13
837629016058481383,13
837750360233978485,9
837803873536447781,0
843947797811292085,2
838179366058030296,5
838996025931499718,3
839590788419975971,13
839642163371105702,5
839698837429274794,5
839775500963013667,5
839778617542859725,5
839900896049732233,12
840385246135328326,3
840422341857113274,2
840449754472293778,2
840455108662152963,2
840514902868684703,5
840538809359306915,1
840543339321498835,5
841294498381887136,0
841322652359129943,5
841343549178575709,9
841352535065238282,5
841505641218085181,0
841695861552529840,9
841800416328201981,5
841872490935567246,2
841888455726975973,3
841944662782096571,6
842108799337866780,1
842484523059987007,1
842769853059343020,6
842798457598327683,7
843202845287437286,3
843275314483553412,7
843427896583403414,12
843929349613839650,6
844098581457856202,1
844209922285294654,1
844618607712850532,1
844644877690085317,12
844665962941422366,12
844681408229578339,7
844747755852691896,5
844805686939534018,2
844820612351111042,9
844907707875088626,6
844974188123544750,13
844977041953954960,6
845124031182183855,3
845438606416207556,5
845538451266457727,3
845574374641184017,3
845992828176275778,9
846062481800835663,7
846099790280655749,5
846144559649226756,13
846174684404568437,3
846250211666373676,12
846373181214078919,3
846404624679629094,3
846826200881225454,3
846968973387858495,2
846975673544488660,2
847039498300015637,1
847071108514248779,3
847094415023472514,7
847108390964232512,2
847216760468159619,0
847443411793047978,3
847596757039510142,12
847638740606259660,3
847670128633752104,9
847742006436720636,10
847880619518402596,3
847881321316690710,1
847939402709146433,4
848254551571499218,2
848257776097349958,7
848301246651505343,0
848454477022693610,9
848482158235116200,2
849032307713490574,0
849054756371092483,12
849086924367274841,1
849987935494716125,0
850081686116752677,5
850387727809503661,3
850420862374737300,5
850486703254038266,7
850537907600205199,6
850558849104499205,6
850568192027225343,3
850579766583678211,2
850589456612371263,2
850643984767645456,6
850696321212754692,12
850787120039948365,3
851192609570102876,3
851218229698162598,0
851341764859544592,12
851415673292132798,2
851442578127803325,13
851507317579359507,2
851889484847610083,5
851924441951321624,2
851925397787089920,0
851983071326435618,5
851995015103674531,12
852020975180120434,9
852031405643538506,2
852032895491226725,3
852033581445747249,2
852110250664568407,3
852533332052319050,3
852587484390367062,1
852715362152070300,3
852785661042792227,2
852816993174614411,6
853328259628309313,12
853556029563219312,12
853563996462460256,5
853663548448363312,0
853934050418932698,5
854260389398428594,3
854273227513843914,5
854289147219385139,12
854338002815026993,4
854705233589029458,1
854819827300425498,6
854882676094439948,9
854888400141407600,3
854978737513578792,3
855022242928641612,2
855078637577723949,2
855511720873784861,6
855515427467245671,3
855516180512708239,13
855665418726658877,9
855699731194225085,3
855759000794030830,12
856130674627931619,3
856170154009257048,13
856284953594198584,0
856376383139216295,3
856957812968496418,5
857116919455720846,10
857200477008686840,4
857270378940463938,12
857597752236480857,9
857768561506161194,12
857824649615475882,12
858396833290446571,0
858521358779897856,2
858528541815939554,13
858683594333517202,0
858701898123208149,3
859170643477836001,2
859194795065429478,9
859216378658135792,1
859290122422524355,0
859470069968962335,4
859783309668108199,3
859788178319650818,13
859859787022949029,13
859868868252685480,3
859920440480670309,3
859950935451914884,3
859958926288718757,3
860014938392282731,12
860040291499754315,6
860067422224449072,13
860086295540022930,3
860110538697074104,12
860628570309310405,3
860633723264551475,3
860765004154131081,3
860788742729141516,4
860813463472169828,5
860975600592179872,3
861257204770783503,2
861321959271670684,5
861376163924367979,6
861575085357531731,1
861623081283238203,3
862003874900042503,4
862082508106837547,5
862204240809282034,6
862978584357257779,3
863110287269664849,9
863484941527174502,1
863490929373734836,0
863497733782565723,6
863606584983615460,9
863643730673001830,3
863687027277360723,10
863702723280883752,10
863737089430805772,3
864274932285238094,5
864289886480956304,9
864376490988398315,5
864461400293110102,3
864869845242000301,5
864925913349462106,5
865211979628434882,7
865332112868828764,12
865805505146578796,3
865953584039231154,0
866312785268144934,12
866433083294342069,6
866583393105320275,2
866602316331465711,5
866699782449999611,9
867233411622143323,3
867243462553678815,5
867366730867258406,4
867380650404468855,1
867421085734088379,13
867759315947963395,5
867793184197899408,13
867891369487799910,5
867982301056014281,1
868022807947818252,12
868100449592153165,13
868109841600541916,12
868197268704647362,5
868485839140510488,3
868753287500913696,3
868822321879466662,12
868880727694187561,5
868892525674100707,13
869245813585674471,12
869246228577414803,5
869261920658298893,10
869419319453154066,12
869422765863106879,7
869520376681090861,6
869646692546338664,13
869659252384049405,9
869925304827080012,5
870071782291009571,3
870080573980239975,3
870127628937787118,10
870134129526212383,13
870194730214377277,5
870525097466901483,13
870613465534305953,4
870807935920568320,13
870932279684581518,1
870976646027592238,12
871011240936150196,2
871034885791287438,5
871608731811969450,12
872158370240763973,3
872192372062021637,3
872199975614998179,3
872247766273196277,3
872290614368473916,0
872326279522584663,6
872406963938805643,13
872534545946520167,7
872996790129977686,6
873042745168316645,2
873864101083425873,3
873892097129337823,9
873901860060219315,9
874010649422953686,10
874383067670690440,3
874475087477498664,1
874489185283971093,9
874633958018831571,12
874798945032281073,5
875205321581800194,5
875277330195342299,2
875704376790430423,6
875777477473428536,12
875806732608851871,1
875874618321170502,12
875880510668795409,6
875891516158410829,6
875915001006381605,13
875936447077318944,12
876011477498222788,2
876024591502751954,2
876036478499466656,1
876095584942425068,7
876128738819264240,2
876514773996027039,0
876532181861313011,12
876575755134493843,13
876586488431016597,3
876621287903374596,7
876623863399688906,6
876668499876522036,4
876786905040650853,12
876826671083944995,1
876830355916766480,6
876830456288537016,3
876839799115457770,2
877360515414708105,13
877445796761373979,6
877458387495613504,3
877464602645483946,3
877495040942588637,2
877522101397492430,2
877580976190265025,6
877877370757814387,3
877978427138878463,1
877992834730477396,3
877994327402325949,6
878003715495030913,2
878127079570337277,5
878685105430532565,2
878806620274048517,12
878941042570104409,7
878954209904722532,13
878968333366778107,3
879371633538620309,9
879450287588138518,7
879740810388360362,2
879771874283932469,13
880292646242893663,1
880467873919416568,2
880781537329003519,5
880957154551181305,0
880965683993281428,5
881043188589829932,5
881077908285834772,10
881133344493701452,7
881161000464767939,5
881167357226113498,5
881205170939839339,13
881545211836342445,12
881658672270776826,2
881669549018721962,7
881679777284521600,12
881696142041065902,2
881760014512032055,0
881838547542187824,12
881857821690638502,6
881916527012636257,1
881917685352548929,12
881946669024827832,13
882011799785544209,13
882244023485776139,3
882268824497044574,7
882321148014768693,2
882388623097827544,5
882432648808620984,0
882534928303585297,12
882610184376920150,13
882637109397890283,12
883052114675446901,2
883100795108314318,2
883117549892606729,6
883282562506655441,12
883302772630845228,1
883317671424810400,5
883324610304269935,2
883335771048526120,3
883731795617678536,9
883928100298836145,2
883952022438972865,9
884493152600532089,2
884673914728358365,12
884724710716949161,0
884729610325135527,6
884765915914719540,5
885179484069294756,1
885264358481420509,12
885318512194561640,5
885332204218960899,0
885382157513283075,6
885410447691108555,0
885416533539439565,9
885440824702183521,5
885561343470381517,12
885983283888655561,12
886011640665850330,3
886036251083980944,5
886041852240554295,2
886260970129938801,5
886265128610789668,9
886271714234966579,12
886315875919318165,5
886726010061536687,7
886751062929734228,6
886764739127470613,1
886788135150096480,2
886867021070575817,6
886960461364269501,12
886966562320414107,12
887026340520335368,3
887311785047408295,12
887418681944669521,6
887482875446681202,3
887541891381653282,5
887555583659657576,4
887587355615492807,3
887648971743217464,3
887673814454638751,4
887687903217320510,2
887693927803706412,3
888023450295107149,6
888093920144761987,5
888152288820088668,12
888190134884754053,6
888191004128331233,12
888237995378686447,7
888248327991640228,12
888251557930440026,4
888256533190398706,3
888406512736310643,12
888425946142386880,2
888436116860570339,9
888462034206994063,1
888783079984212241,2
888832656722067672,9
889294134349174040,0
889473100411727139,5
889537282444846756,7
889594531591143583,0
889662746707737417,5
889667885683217750,2
889719765652907584,12
889841192088354437,2
889858122806302845,3
889874571463603976,2
890518276138452068,10
890583555586277977,2
890583653853166572,5
891001364480686588,4
891028088603290498,2
891114992846342811,1
891169382430865923,6
891206079170934505,6
891209671673691248,7
891321390141671818,9
891651243268535373,13
891713040362016436,5
891775708575697596,0
891815440379230341,5
891848575437100671,5
891914674608407300,6
891985212356749405,5
892046992606065865,12
892050057003495642,10
892415378452011395,2
892744678084857960,0
892773217530754456,6
892810089945167320,13
892822616338053885,9
893153896785059193,7
